"mech","type","skew","amount","mean","sd","median","iqr"
"MCAR","MCAR","diff",-0.0666,0.0189,0.2405,0.0233,-0.0122
"MAR","RIGHT","no",-0.0365,-0.2076,-0.024,-0.2054,-0.0223
"MAR","RIGHT","yes",0.0792,-0.0551,-0.2987,-0.0397,-0.003
"MAR","RIGHT","diff",-0.1157,0.1525,-0.2747,0.1657,0.0193
"MAR","LEFT","no",0.0074,0.1986,-0.0134,0.1977,-0.0157
"MAR","LEFT","yes",0.1281,0.0472,0.2127,0.0248,-0.0044
"MAR","LEFT","diff",-0.1207,-0.1514,0.2261,-0.1729,0.0112
"MAR","MID","no",-0.0033,0.0074,0.0411,4e-04,0.0469
"MAR","MID","yes",0.1159,0.0115,0.1051,0.0046,0.0097
"MAR","MID","diff",-0.1192,0.0041,0.0639,0.0043,-0.0372
"MAR","TAIL","no",0.0228,-0.0109,-0.0363,-0.0143,-0.0342
"MAR","TAIL","yes",0.1233,-0.0108,-0.1561,0.0013,-0.006
"MAR","TAIL","diff",-0.1005,1e-04,-0.1198,0.0156,0.0282
"MNAR","RIGHT","no",-0.0112,-0.4058,-0.0861,-0.3928,-0.1037
"MNAR","RIGHT","yes",0.0984,-0.0515,-0.833,-0.019,-0.0019
"MNAR","RIGHT","diff",-0.1097,0.3543,-0.7469,0.3738,0.1019
"MNAR","LEFT","no",-0.0221,0.4298,-0.0842,0.4149,-0.1177
"MNAR","LEFT","yes",0.124,0.0543,0.419,0.01,-0.0042
"MNAR","LEFT","diff",-0.1461,-0.3755,0.5032,-0.4049,0.1135
"MNAR","MID","no",0.0089,-0.0211,0.1664,-0.0459,0.386
"MNAR","MID","yes",0.114,0.0697,0.6913,-0.0019,0.009
"MNAR","MID","diff",-0.1051,0.0908,0.5249,0.044,-0.3769
"MNAR","TAIL","no",0.0014,0.0076,-0.1964,0.0138,-0.2921
"MNAR","TAIL","yes",0.0817,-0.0274,-0.8024,-2e-04,-0.0125
"MNAR","TAIL","diff",-0.0802,-0.035,-0.6061,-0.014,0.2796
"MCAR","MCAR","no",-0.0215,0.0135,-8e-04,0.0155,-0.0091
"MCAR","MCAR","yes",0.101,0.0134,0.1558,4e-04,-3e-04
"MCAR","MCAR","diff",-0.1226,-1e-04,0.1566,-0.0152,0.0089
"MCAR","MCAR","no",-0.0328,-0.0047,-0.0058,-0.0028,-0.0089
"MCAR","MCAR","yes",0.0901,0.0156,0.1953,0.0033,-0.0039
"MCAR","MCAR","diff",-0.1229,0.0204,0.2011,0.0061,0.0049
"MCAR","MCAR","no",0.0046,0.0097,-0.0032,0.0011,0.0023
"MCAR","MCAR","yes",0.0874,0.0042,0.0551,0.0021,-0.0011
"MCAR","MCAR","diff",-0.0828,-0.0055,0.0583,0.001,-0.0034
"MCAR","MCAR","no",0.0351,-0.0226,8e-04,-0.0233,-0.0379
"MCAR","MCAR","yes",0.1216,0.0011,-3e-04,3e-04,-0.0013
"MCAR","MCAR","diff",-0.0865,0.0238,-0.001,0.0236,0.0366
"MAR","RIGHT","no",-0.0367,-0.1946,-0.0252,-0.1977,-0.0618
"MAR","RIGHT","yes",0.0942,-0.0639,-0.5831,-0.0378,-0.0054
"MAR","RIGHT","diff",-0.1309,0.1307,-0.5578,0.1599,0.0564
"MAR","LEFT","no",0.0203,0.206,-0.0242,0.1949,-0.0401
"MAR","LEFT","yes",0.1263,0.0541,0.2363,0.0314,-0.0038
"MAR","LEFT","diff",-0.1061,-0.1519,0.2605,-0.1635,0.0363
"MAR","MID","no",0.0057,0.0104,0.0571,0.001,0.0824
"MAR","MID","yes",0.1013,0.018,0.2251,0.0013,0.0114
"MAR","MID","diff",-0.0955,0.0076,0.1679,3e-04,-0.071
"MAR","TAIL","no",0.0321,5e-04,-0.0488,-0.0131,-0.0683
"MAR","TAIL","yes",0.1246,-0.0216,-0.2877,-0.0017,-0.0095
"MAR","TAIL","diff",-0.0925,-0.0221,-0.2389,0.0114,0.0588
"MNAR","RIGHT","no",0.0397,-0.4196,-0.0982,-0.4182,-0.1237
"MNAR","RIGHT","yes",0.1149,-0.0493,-0.8454,-0.0128,-0.0066
"MNAR","RIGHT","diff",-0.0752,0.3703,-0.7472,0.4054,0.1171
"MNAR","LEFT","no",0.0127,0.4029,-0.0769,0.4064,-0.1091
"MNAR","LEFT","yes",0.1025,0.0495,0.4156,0.0129,-0.0022
"MNAR","LEFT","diff",-0.0899,-0.3534,0.4925,-0.3935,0.107
"MNAR","MID","no",-0.028,-0.0043,0.16,-0.0076,0.3602
"MNAR","MID","yes",0.1083,0.0706,0.7061,-0.0032,0.0114
"MNAR","MID","diff",-0.1362,0.0749,0.5461,0.0044,-0.3488
"MNAR","TAIL","no",-0.0037,0.0043,-0.2052,-0.0049,-0.3199
"MNAR","TAIL","yes",0.1157,-0.0369,-0.8557,0.0016,-0.0035
"MNAR","TAIL","diff",-0.1193,-0.0412,-0.6505,0.0065,0.3164
"MCAR","MCAR","no",-0.0395,7e-04,0.0067,-0.0027,-0.002
"MCAR","MCAR","yes",0.1143,-0.0025,-0.0425,0,-9e-04
"MCAR","MCAR","diff",-0.1537,-0.0032,-0.0492,0.0027,0.0012
"MCAR","MCAR","no",0.0272,-0.0046,0.0065,-0.0041,0.014
"MCAR","MCAR","yes",0.1129,0.0044,0.0858,-9e-04,0.0015
"MCAR","MCAR","diff",-0.0857,0.0091,0.0794,0.0033,-0.0125
"MCAR","MCAR","no",0.0281,-0.0026,-0.0126,-3e-04,-0.0274
"MCAR","MCAR","yes",0.0921,-0.0023,-0.0501,0.0028,0.002
"MCAR","MCAR","diff",-0.0639,3e-04,-0.0375,0.0031,0.0294
"MCAR","MCAR","no",0.0047,0.0044,0.0059,-0.0018,0.0143
"MCAR","MCAR","yes",0.1206,-0.0062,-0.0768,-0.001,-8e-04
"MCAR","MCAR","diff",-0.1159,-0.0106,-0.0827,8e-04,-0.0151
"MAR","RIGHT","no",-0.0012,-0.2045,-0.0193,-0.2006,-0.0248
"MAR","RIGHT","yes",0.1162,-0.0423,-0.132,-0.0335,-0.0047
"MAR","RIGHT","diff",-0.1174,0.1622,-0.1127,0.1671,0.0201
"MAR","LEFT","no",0.0089,0.2118,-0.0164,0.2267,-0.0227
"MAR","LEFT","yes",0.1283,0.0563,0.2479,0.0333,-0.0031
"MAR","LEFT","diff",-0.1194,-0.1554,0.2643,-0.1934,0.0196
"MAR","MID","no",-0.0019,-0.0031,0.0462,-4e-04,0.0369
"MAR","MID","yes",0.0956,0.002,0.0519,-1e-04,0.0063
"MAR","MID","diff",-0.0976,0.005,0.0057,3e-04,-0.0306
"MAR","TAIL","no",0.014,0.0129,-0.0481,0.013,-0.0584
"MAR","TAIL","yes",0.111,-0.0094,-0.0772,-0.0036,-0.0046
"MAR","TAIL","diff",-0.097,-0.0224,-0.0291,-0.0166,0.0538
"MNAR","RIGHT","no",0.0175,-0.4129,-0.0865,-0.401,-0.1743
"MNAR","RIGHT","yes",0.0899,-0.0456,-0.8047,-0.0196,-0.0026
"MNAR","RIGHT","diff",-0.0724,0.3673,-0.7182,0.3814,0.1716
"MNAR","LEFT","no",0.045,0.4146,-0.0811,0.4415,-0.0868
"MNAR","LEFT","yes",0.1159,0.053,0.416,0.0143,-8e-04
"MNAR","LEFT","diff",-0.0709,-0.3617,0.4971,-0.4272,0.0859
"MNAR","MID","no",0.0194,-0.0103,0.1584,-0.0171,0.3632
"MNAR","MID","yes",0.1154,0.0667,0.6921,-0.0069,0.0113
"MNAR","MID","diff",-0.096,0.077,0.5337,0.0102,-0.3519
"MNAR","TAIL","no",0.0072,-0.0085,-0.1946,-8e-04,-0.3142
"MNAR","TAIL","yes",0.0775,-0.0257,-0.7818,0.0019,-0.0095
"MNAR","TAIL","diff",-0.0703,-0.0172,-0.5872,0.0027,0.3047
"MCAR","MCAR","no",-0.0661,0.0051,-3e-04,-2e-04,0.0096
"MCAR","MCAR","yes",0.0738,0.0119,0.1596,0.0014,1e-04
"MCAR","MCAR","diff",-0.1399,0.0068,0.1599,0.0016,-0.0095
"MCAR","MCAR","no",0.0148,0.0021,-7e-04,9e-04,0.0133
"MCAR","MCAR","yes",0.0987,-0.01,-0.1423,-0.0042,-0.0057
"MCAR","MCAR","diff",-0.0838,-0.012,-0.1416,-0.0051,-0.019
"MCAR","MCAR","no",-0.0059,0.0067,-0.0121,0.0138,-0.0252
"MCAR","MCAR","yes",0.1294,-0.0078,-0.0917,-5e-04,-0.0037
"MCAR","MCAR","diff",-0.1353,-0.0145,-0.0797,-0.0143,0.0215
"MCAR","MCAR","no",-0.0035,-0.0019,0.0101,0.0072,0.028
"MCAR","MCAR","yes",0.0998,-0.0112,-0.1828,-0.0015,-0.0059
"MCAR","MCAR","diff",-0.1032,-0.0093,-0.1929,-0.0087,-0.0339
"MAR","RIGHT","no",0.0024,-0.2132,-0.0223,-0.2173,-0.0467
"MAR","RIGHT","yes",0.0764,-0.0542,-0.2381,-0.0425,-0.0062
"MAR","RIGHT","diff",-0.074,0.1589,-0.2158,0.1748,0.0405
"MAR","LEFT","no",0.0202,0.1986,-0.016,0.1986,-0.0189
"MAR","LEFT","yes",0.1078,0.059,0.2926,0.0346,-0.0064
"MAR","LEFT","diff",-0.0876,-0.1396,0.3086,-0.1639,0.0125
"MAR","MID","no",0.0214,-0.0057,0.0476,-0.0146,0.0914
"MAR","MID","yes",0.1195,0.0118,0.1355,0.0018,0.0157
"MAR","MID","diff",-0.0982,0.0174,0.0879,0.0164,-0.0757
"MAR","TAIL","no",-0.019,-0.0112,-0.0514,-0.0142,-0.0698
"MAR","TAIL","yes",0.0827,-0.0107,-0.1803,-0.0021,-0.011
"MAR","TAIL","diff",-0.1017,5e-04,-0.1289,0.012,0.0588
"MNAR","RIGHT","no",-0.0057,-0.4155,-0.0855,-0.4065,-0.0965
"MNAR","RIGHT","yes",0.0686,-0.0475,-0.7673,-0.0268,-0.0022
"MNAR","RIGHT","diff",-0.0743,0.368,-0.6817,0.3798,0.0943
"MNAR","LEFT","no",-0.0398,0.4053,-0.092,0.4034,-0.1443
"MNAR","LEFT","yes",0.0934,0.0518,0.4153,0.016,-0.0029
"MNAR","LEFT","diff",-0.1332,-0.3534,0.5073,-0.3875,0.1415
"MNAR","MID","no",-0.0125,0.0093,0.1541,0.0152,0.3559
"MNAR","MID","yes",0.0982,0.0606,0.6802,-0.0055,0.01
"MNAR","MID","diff",-0.1107,0.0513,0.5261,-0.0207,-0.3459
"MNAR","TAIL","no",1e-04,-0.0132,-0.1951,-0.0132,-0.323
"MNAR","TAIL","yes",0.1046,-0.0342,-0.837,0.0022,-0.0078
"MNAR","TAIL","diff",-0.1045,-0.021,-0.6419,0.0155,0.3152
"MCAR","MCAR","no",0.0085,-0.0075,0.0013,-0.0111,0.0258
"MCAR","MCAR","yes",0.1059,0.0066,0.132,-0.0035,0.006
"MCAR","MCAR","diff",-0.0974,0.0142,0.1307,0.0076,-0.0199
"MCAR","MCAR","no",0.0229,-0.0203,-0.0168,-0.0107,-0.0188
"MCAR","MCAR","yes",0.1084,0.0094,0.1034,-1e-04,3e-04
"MCAR","MCAR","diff",-0.0854,0.0297,0.1202,0.0106,0.0191
"MCAR","MCAR","no",-0.0184,0.0099,-0.0105,0.0101,-0.0197
"MCAR","MCAR","yes",0.1135,0.0066,0.063,0.0014,0.0047
"MCAR","MCAR","diff",-0.1319,-0.0033,0.0735,-0.0086,0.0244
"MCAR","MCAR","no",2e-04,0.0063,-5e-04,0.0156,0.0054
"MCAR","MCAR","yes",0.1004,-0.0193,-0.2811,-0.0051,7e-04
"MCAR","MCAR","diff",-0.1002,-0.0256,-0.2806,-0.0207,-0.0047
"MAR","RIGHT","no",-0.0351,-0.2084,-0.0264,-0.2065,-0.0257
"MAR","RIGHT","yes",0.0987,-0.052,-0.3181,-0.0357,-0.004
"MAR","RIGHT","diff",-0.1339,0.1564,-0.2917,0.1708,0.0217
"MAR","LEFT","no",-0.0441,0.202,-0.0214,0.1969,-0.0369
"MAR","LEFT","yes",0.066,0.0571,0.1875,0.0422,-0.0073
"MAR","LEFT","diff",-0.1101,-0.1448,0.209,-0.1547,0.0297
"MAR","MID","no",-0.0059,-0.0041,0.0344,0.0043,0.0365
"MAR","MID","yes",0.0853,0.0214,0.3311,-9e-04,0.0122
"MAR","MID","diff",-0.0912,0.0255,0.2967,-0.0052,-0.0243
"MAR","TAIL","no",-0.0166,0.0104,-0.0372,-0.011,-0.0465
"MAR","TAIL","yes",0.1176,-0.0162,-0.224,-2e-04,-0.0095
"MAR","TAIL","diff",-0.1342,-0.0266,-0.1868,0.0107,0.0369
"MNAR","RIGHT","no",-0.0431,-0.4106,-0.0828,-0.4119,-0.1079
"MNAR","RIGHT","yes",0.1059,-0.0481,-0.8468,-0.009,-0.0042
"MNAR","RIGHT","diff",-0.1491,0.3626,-0.764,0.4029,0.1037
"MNAR","LEFT","no",-0.0215,0.4104,-0.0917,0.4151,-0.1641
"MNAR","LEFT","yes",0.0822,0.0531,0.4218,0.0228,0.0023
"MNAR","LEFT","diff",-0.1037,-0.3573,0.5135,-0.3923,0.1664
"MNAR","MID","no",0.0409,0.0019,0.1628,-0.0023,0.3914
"MNAR","MID","yes",0.0897,0.048,0.6474,-0.0037,0.0141
"MNAR","MID","diff",-0.0488,0.0461,0.4845,-0.0015,-0.3773
"MNAR","TAIL","no",-0.014,0.002,-0.1973,-0.0135,-0.3092
"MNAR","TAIL","yes",0.0887,-0.0307,-0.8176,0.0026,-0.0065
"MNAR","TAIL","diff",-0.1028,-0.0326,-0.6203,0.0161,0.3026
"MCAR","MCAR","no",0.0112,0.0099,0.0047,0.008,0.0094
"MCAR","MCAR","yes",0.0934,-0.0078,-0.093,-0.0036,7e-04
"MCAR","MCAR","diff",-0.0822,-0.0176,-0.0977,-0.0117,-0.0087
"MCAR","MCAR","no",0.007,0.0012,0.0012,0.0017,-0.0028
"MCAR","MCAR","yes",0.0971,0.0086,0.0803,0.0021,-4e-04
"MCAR","MCAR","diff",-0.0901,0.0074,0.0791,5e-04,0.0024
"MCAR","MCAR","no",0.0423,-0.0181,-0.0023,-0.0192,0.0086
"MCAR","MCAR","yes",0.1115,-0.0089,-0.1339,0,-0.0028
"MCAR","MCAR","diff",-0.0693,0.0092,-0.1316,0.0192,-0.0114
"MCAR","MCAR","no",0.0083,0.002,0.0028,0.0122,-0.0189
"MCAR","MCAR","yes",0.106,0.018,0.2321,0.0012,0.0027
"MCAR","MCAR","diff",-0.0977,0.016,0.2293,-0.011,0.0217
"MAR","RIGHT","no",-0.0522,-0.2155,-0.0134,-0.2301,-0.0195
"MAR","RIGHT","yes",0.1046,-0.0536,-0.3533,-0.0317,-0.0041
"MAR","RIGHT","diff",-0.1567,0.1619,-0.3399,0.1984,0.0154
"MAR","LEFT","no",0.0461,0.2136,-0.0259,0.2099,-0.0261
"MAR","LEFT","yes",0.1122,0.0521,0.2204,0.0326,-0.001
"MAR","LEFT","diff",-0.0661,-0.1615,0.2463,-0.1772,0.0251
"MAR","MID","no",0.0312,0.0027,0.0403,0.0086,0.0481
"MAR","MID","yes",0.1015,0.0092,0.132,8e-04,0.0077
"MAR","MID","diff",-0.0703,0.0065,0.0917,-0.0077,-0.0404
"MAR","TAIL","no",0.0274,-0.019,-0.0483,-0.0161,-0.0657
"MAR","TAIL","yes",0.1167,-0.0099,-0.1177,-0.0017,-0.0085
"MAR","TAIL","diff",-0.0892,0.0091,-0.0694,0.0144,0.0573
"MNAR","RIGHT","no",-0.0056,-0.4173,-0.0812,-0.4241,-0.1321
"MNAR","RIGHT","yes",0.1037,-0.0475,-0.8392,-0.0118,-0.0019
"MNAR","RIGHT","diff",-0.1093,0.3698,-0.758,0.4123,0.1302
"MNAR","LEFT","no",-0.0068,0.4043,-0.0884,0.3936,-0.1141
"MNAR","LEFT","yes",0.1115,0.0523,0.4099,0.0121,-0.0017
"MNAR","LEFT","diff",-0.1183,-0.352,0.4983,-0.3814,0.1124
"MNAR","MID","no",0.0031,0.0115,0.1584,0.0112,0.3804
"MNAR","MID","yes",0.0871,0.055,0.6774,0.0018,0.0263
"MNAR","MID","diff",-0.0841,0.0435,0.5189,-0.0095,-0.3541
"MNAR","TAIL","no",0.0068,0.0197,-0.2052,0.017,-0.3009
"MNAR","TAIL","yes",0.121,-0.04,-0.8576,0.002,-0.0054
"MNAR","TAIL","diff",-0.1142,-0.0596,-0.6524,-0.015,0.2955
"MCAR","MCAR","no",-0.0178,4e-04,-0.0076,0.0049,-0.0301
"MCAR","MCAR","yes",0.1016,-0.0052,-0.0511,-0.0016,-0.0038
"MCAR","MCAR","diff",-0.1194,-0.0056,-0.0435,-0.0065,0.0263
"MCAR","MCAR","no",0.0034,0.0013,0.0099,0.0052,-0.0226
"MCAR","MCAR","yes",0.1092,-0.0119,-0.1282,-0.0014,-0.0011
"MCAR","MCAR","diff",-0.1058,-0.0132,-0.1381,-0.0066,0.0214
"MCAR","MCAR","no",0.0551,0.0163,-0.0041,0.0062,-0.005
"MCAR","MCAR","yes",0.128,0.006,0.0772,-7e-04,-0.001
"MCAR","MCAR","diff",-0.0728,-0.0103,0.0813,-0.007,0.004
"MCAR","MCAR","no",-0.022,-0.0167,-0.0119,-0.0082,-0.0127
"MCAR","MCAR","yes",0.0921,0.003,0.061,-0.0026,-0.003
"MCAR","MCAR","diff",-0.1141,0.0197,0.073,0.0056,0.0098
"MAR","RIGHT","no",-0.0139,-0.2055,-0.0406,-0.2003,-0.0401
"MAR","RIGHT","yes",0.0837,-0.0538,-0.1817,-0.0426,-0.0069
"MAR","RIGHT","diff",-0.0976,0.1517,-0.141,0.1577,0.0332
"MAR","LEFT","no",-0.01,0.2105,-0.0215,0.2159,-0.0208
"MAR","LEFT","yes",0.1071,0.0575,0.293,0.0331,-0.0024
"MAR","LEFT","diff",-0.1171,-0.153,0.3145,-0.1828,0.0184
"MAR","MID","no",-0.0134,-0.0083,0.0378,0.0011,0.0558
"MAR","MID","yes",0.1105,0.0162,0.1559,0.003,0.0117
"MAR","MID","diff",-0.1239,0.0245,0.1182,0.0019,-0.0441
"MAR","TAIL","no",0.0173,0.0072,-0.0465,0.0142,-0.0392
"MAR","TAIL","yes",0.1224,2e-04,-0.0092,-0.0014,-0.0101
"MAR","TAIL","diff",-0.1051,-0.007,0.0373,-0.0156,0.0291
"MNAR","RIGHT","no",-7e-04,-0.4024,-0.0798,-0.4046,-0.1081
"MNAR","RIGHT","yes",0.1085,-0.049,-0.8434,-0.0128,0.0034
"MNAR","RIGHT","diff",-0.1092,0.3534,-0.7636,0.3918,0.1115
"MNAR","LEFT","no",0.0219,0.4268,-0.0845,0.4235,-0.148
"MNAR","LEFT","yes",0.1159,0.0532,0.4076,0.0138,-0.0047
"MNAR","LEFT","diff",-0.094,-0.3735,0.4921,-0.4097,0.1433
"MNAR","MID","no",0.0063,-0.0053,0.1651,-0.0047,0.3843
"MNAR","MID","yes",0.097,0.062,0.6821,-0.0015,0.0096
"MNAR","MID","diff",-0.0907,0.0673,0.517,0.0032,-0.3748
"MNAR","TAIL","no",0.0152,-0.0104,-0.193,-0.0101,-0.288
"MNAR","TAIL","yes",0.0987,-0.0316,-0.8272,0.0029,-0.0051
"MNAR","TAIL","diff",-0.0835,-0.0213,-0.6342,0.0129,0.2829
"MCAR","MCAR","no",-0.0174,-0.0027,0.0041,-7e-04,0.0069
"MCAR","MCAR","yes",0.1138,0,-0.005,0.0011,0.001
"MCAR","MCAR","diff",-0.1312,0.0027,-0.0092,0.0018,-0.0059
"MCAR","MCAR","no",-0.0345,-0.0083,-0.01,-0.0058,-0.0223
"MCAR","MCAR","yes",0.0944,-0.0118,-0.1875,-0.0012,-2e-04
"MCAR","MCAR","diff",-0.1289,-0.0035,-0.1775,0.0045,0.0221
"MCAR","MCAR","no",-0.0028,-0.0076,-0.0033,-0.0174,-0.0211
"MCAR","MCAR","yes",0.1041,0.0045,0.0454,6e-04,0.0023
"MCAR","MCAR","diff",-0.107,0.0121,0.0487,0.018,0.0233
"MCAR","MCAR","no",-0.0314,-0.0142,0.0036,-0.0224,0.0173
"MCAR","MCAR","yes",0.0904,0.0214,0.2666,5e-04,0.0028
"MCAR","MCAR","diff",-0.1218,0.0356,0.263,0.0228,-0.0145
"MAR","RIGHT","no",-0.0404,-0.2112,-0.0275,-0.2138,-0.0338
"MAR","RIGHT","yes",0.0934,-0.0522,-0.2617,-0.0377,-0.0024
"MAR","RIGHT","diff",-0.1339,0.1589,-0.2341,0.176,0.0315
"MAR","LEFT","no",-0.0032,0.2019,-0.0124,0.2088,-0.0439
"MAR","LEFT","yes",0.1332,0.0603,0.3089,0.0301,-0.0053
"MAR","LEFT","diff",-0.1365,-0.1417,0.3213,-0.1787,0.0386
"MAR","MID","no",-0.0199,9e-04,0.0367,-0.0237,0.0522
"MAR","MID","yes",0.1278,0.0134,0.1446,0.0017,0.01
"MAR","MID","diff",-0.1477,0.0125,0.1079,0.0254,-0.0422
"MAR","TAIL","no",0.028,0.0042,-0.0449,0.0108,-0.0599
"MAR","TAIL","yes",0.1049,-0.0169,-0.2605,-0.0027,-0.0087
"MAR","TAIL","diff",-0.0769,-0.0211,-0.2155,-0.0135,0.0512
"MNAR","RIGHT","no",-0.0035,-0.4142,-0.0813,-0.4038,-0.1031
"MNAR","RIGHT","yes",0.0953,-0.0497,-0.8225,-0.0154,-0.0017
"MNAR","RIGHT","diff",-0.0989,0.3644,-0.7413,0.3884,0.1014
"MNAR","LEFT","no",-0.0092,0.4017,-0.0868,0.3879,-0.1267
"MNAR","LEFT","yes",0.0896,0.0502,0.3961,0.0196,0.0039
"MNAR","LEFT","diff",-0.0988,-0.3515,0.4829,-0.3683,0.1306
"MNAR","MID","no",-0.0047,-0.0072,0.1609,-0.0267,0.3949
"MNAR","MID","yes",0.0689,0.0464,0.6586,4e-04,0.0251
"MNAR","MID","diff",-0.0736,0.0536,0.4978,0.0271,-0.3698
"MNAR","TAIL","no",-0.0028,-0.0132,-0.2051,-0.0062,-0.3236
"MNAR","TAIL","yes",0.1301,-0.0427,-0.8696,0.0019,-0.0041
"MNAR","TAIL","diff",-0.1329,-0.0295,-0.6645,0.0081,0.3195
"MCAR","MCAR","no",-0.0152,-2e-04,0.0097,0.007,0.0138
"MCAR","MCAR","yes",0.1214,-0.009,-0.116,0.0017,0.0014
"MCAR","MCAR","diff",-0.1366,-0.0087,-0.1257,-0.0053,-0.0124
"MCAR","MCAR","no",0.0288,0.0057,0.0046,0.0113,0.0087
"MCAR","MCAR","yes",0.1054,0.0058,0.0717,-4e-04,-0.0023
"MCAR","MCAR","diff",-0.0766,2e-04,0.0671,-0.0117,-0.011
"MCAR","MCAR","no",-0.019,0.0097,0.0027,0.0097,0.0245
"MCAR","MCAR","yes",0.0585,0.0108,0.245,0.0017,4e-04
"MCAR","MCAR","diff",-0.0774,0.001,0.2423,-0.008,-0.024
"MCAR","MCAR","no",0.0015,0.0136,-9e-04,0.0087,0.0046
"MCAR","MCAR","yes",0.0639,-0.0178,-0.3412,-0.0063,0.0063
"MCAR","MCAR","diff",-0.0623,-0.0314,-0.3403,-0.0149,0.0017
"MAR","RIGHT","no",-0.0122,-0.2136,-0.0222,-0.2199,-0.0167
"MAR","RIGHT","yes",0.0841,-0.064,-0.4863,-0.0407,-0.004
"MAR","RIGHT","diff",-0.0963,0.1495,-0.4642,0.1792,0.0127
"MAR","LEFT","no",-0.0262,0.2143,-0.0289,0.2067,-0.0477
"MAR","LEFT","yes",0.0865,0.0538,0.1866,0.0418,-0.007
"MAR","LEFT","diff",-0.1127,-0.1605,0.2155,-0.1648,0.0407
"MAR","MID","no",-0.0179,0.0077,0.0352,0.0052,0.0642
"MAR","MID","yes",0.1137,0.0188,0.1824,0.0035,0.0078
"MAR","MID","diff",-0.1315,0.0111,0.1472,-0.0017,-0.0564
"MAR","TAIL","no",0.0312,-0.002,-0.0588,7e-04,-0.0676
"MAR","TAIL","yes",0.0973,-0.026,-0.5155,-0.0024,-0.0135
"MAR","TAIL","diff",-0.0661,-0.0239,-0.4567,-0.0031,0.0541
"MNAR","RIGHT","no",0.0032,-0.4319,-0.0986,-0.4483,-0.1101
"MNAR","RIGHT","yes",0.0872,-0.0479,-0.8035,-0.0236,0.0034
"MNAR","RIGHT","diff",-0.0839,0.384,-0.7049,0.4246,0.1135
"MNAR","LEFT","no",-0.005,0.405,-0.0832,0.3871,-0.1002
"MNAR","LEFT","yes",0.1228,0.0556,0.4203,0.0119,-0.0043
"MNAR","LEFT","diff",-0.1278,-0.3493,0.5035,-0.3752,0.0959
"MNAR","MID","no",0.0161,-0.003,0.1606,0.0159,0.3687
"MNAR","MID","yes",0.0989,0.0586,0.6832,-0.0054,0.012
"MNAR","MID","diff",-0.0828,0.0616,0.5226,-0.0214,-0.3567
"MNAR","TAIL","no",-0.0275,-0.0039,-0.1886,-0.0035,-0.2996
"MNAR","TAIL","yes",0.0863,-0.03,-0.8217,7e-04,-0.0058
"MNAR","TAIL","diff",-0.1138,-0.0261,-0.6331,0.0042,0.2938
"MCAR","MCAR","no",0.0072,0.0051,-0.0024,-5e-04,0.0057
"MCAR","MCAR","yes",0.0927,0.0188,0.2652,-0.003,-0.0018
"MCAR","MCAR","diff",-0.0855,0.0137,0.2676,-0.0025,-0.0075
"MCAR","MCAR","no",0.0217,-0.0071,-0.0052,-5e-04,-0.0023
"MCAR","MCAR","yes",0.0999,0.0086,0.1231,-0.0014,0.0057
"MCAR","MCAR","diff",-0.0782,0.0156,0.1283,-0.001,0.008
"MCAR","MCAR","no",0.0289,0.0049,0.001,0.0021,-0.0077
"MCAR","MCAR","yes",0.0967,-0.0066,-0.1246,0.0017,9e-04
"MCAR","MCAR","diff",-0.0678,-0.0116,-0.1256,-4e-04,0.0086
"MCAR","MCAR","no",0.0056,0.0043,-0.0047,0.0142,-0.0186
"MCAR","MCAR","yes",0.1094,0.0034,0.0019,0.003,0.0031
"MCAR","MCAR","diff",-0.1038,-9e-04,0.0066,-0.0112,0.0217
"MAR","RIGHT","no",0.0045,-0.1943,-0.0326,-0.2048,-0.0623
"MAR","RIGHT","yes",0.1277,-0.0524,-0.353,-0.0291,-0.0058
"MAR","RIGHT","diff",-0.1231,0.1419,-0.3203,0.1757,0.0565
"MAR","LEFT","no",3e-04,0.2031,-0.0168,0.1988,-0.0067
"MAR","LEFT","yes",0.1271,0.0535,0.252,0.0251,-0.0043
"MAR","LEFT","diff",-0.1268,-0.1496,0.2689,-0.1737,0.0024
"MAR","MID","no",-0.0143,-0.0079,0.0455,-8e-04,0.0642
"MAR","MID","yes",0.1103,6e-04,0.0219,0.0014,0.0123
"MAR","MID","diff",-0.1246,0.0085,-0.0235,0.0022,-0.0519
"MAR","TAIL","no",0.0093,0.0012,-0.053,-0.003,-0.065
"MAR","TAIL","yes",0.0833,-0.0125,-0.2868,0.0027,-0.0113
"MAR","TAIL","diff",-0.074,-0.0137,-0.2338,0.0057,0.0537
"MNAR","RIGHT","no",-0.0121,-0.405,-0.0931,-0.4022,-0.1553
"MNAR","RIGHT","yes",0.1026,-0.0483,-0.842,-0.0151,-6e-04
"MNAR","RIGHT","diff",-0.1147,0.3568,-0.7488,0.3871,0.1546
"MNAR","LEFT","no",-0.0066,0.4008,-0.0859,0.3963,-0.1045
"MNAR","LEFT","yes",0.1116,0.0539,0.4262,0.0147,-0.0023
"MNAR","LEFT","diff",-0.1182,-0.347,0.512,-0.3816,0.1022
"MNAR","MID","no",-0.0107,-0.0041,0.1608,-0.0141,0.3732
"MNAR","MID","yes",0.1185,0.0769,0.7134,-0.0051,0.0127
"MNAR","MID","diff",-0.1292,0.081,0.5526,0.009,-0.3606
"MNAR","TAIL","no",-0.0029,-0.0049,-0.1971,-0.003,-0.3075
